id;uri;data;dataHoraRegistro;siglaOrgao;uriOrgao;uriEvento;proposicaoObjeto;uriProposicaoObjeto;descricao;aprovacao
589690-57;https://dadosabertos.camara.leg.br/api/v2/votacoes/589690-57;2020-02-19;2020-02-19T13:40:03;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59344;;;Aprovada a Redação Final assinada pela Relatora, Dep. Marina Santos (SOLIDARIEDADE-PI).;1.0
589690-54;https://dadosabertos.camara.leg.br/api/v2/votacoes/589690-54;2020-02-19;2020-02-19T13:37:40;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59344;;;Aprovado o Substitutivo ao Projeto de Lei 6.215, de 2013, adotado pela Relatora da Comissão de Constituição e Justiça e de Cidadania.;1.0
2128847-95;https://dadosabertos.camara.leg.br/api/v2/votacoes/2128847-95;2020-02-19;2020-02-19T12:57:32;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59344;;;Aprovado o Projeto de Lei nº 7.354, de 2017.;1.0
2237668-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237668-2;2020-02-18;2020-02-18T21:17:43;CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/orgaos/538474;https://dadosabertos.camara.leg.br/api/v2/eventos/59312;REQ 6/2020 CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237668;Aprovado.;1.0
2237667-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237667-2;2020-02-18;2020-02-18T21:17:43;CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/orgaos/538474;https://dadosabertos.camara.leg.br/api/v2/eventos/59312;REQ 5/2020 CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237667;Aprovado.;1.0
2237666-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237666-2;2020-02-18;2020-02-18T21:17:43;CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/orgaos/538474;https://dadosabertos.camara.leg.br/api/v2/eventos/59312;REQ 4/2020 CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237666;Aprovado.;1.0
2237665-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237665-2;2020-02-18;2020-02-18T21:17:43;CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/orgaos/538474;https://dadosabertos.camara.leg.br/api/v2/eventos/59312;REQ 3/2020 CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237665;Aprovado.;1.0
2237664-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237664-2;2020-02-18;2020-02-18T21:17:43;CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/orgaos/538474;https://dadosabertos.camara.leg.br/api/v2/eventos/59312;REQ 2/2020 CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237664;Aprovado.;1.0
2237663-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237663-2;2020-02-18;2020-02-18T21:17:43;CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/orgaos/538474;https://dadosabertos.camara.leg.br/api/v2/eventos/59312;REQ 1/2020 CEXVENEZ;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237663;Aprovado.;1.0
2222884-108;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-108;2020-02-18;2020-02-18T21:04:44;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59338;;;Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Lupion (DEM-PR).;1.0
2222884-106;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-106;2020-02-18;2020-02-18T21:03:42;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59338;;;Aprovadas as Emendas de Redação de nºs 1 a 3.;1.0
2222884-104;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-104;2020-02-18;2020-02-18T21:02:54;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59338;;;"Mantido o texto. Sim: 303; não: 98;  total: 401.";
2222884-100;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-100;2020-02-18;2020-02-18T20:12:11;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59338;;;Mantido o texto.;
2222884-98;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-98;2020-02-18;2020-02-18T19:57:26;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59338;;;"Rejeitado o Requerimento. Sim: 3; não: 334; total: 337.";0.0
2237625-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237625-2;2020-02-18;2020-02-18T19:33:06;CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/orgaos/538779;https://dadosabertos.camara.leg.br/api/v2/eventos/59304;REQ 7/2020 CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237625;Aprovado;1.0
2237624-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237624-2;2020-02-18;2020-02-18T19:33:06;CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/orgaos/538779;https://dadosabertos.camara.leg.br/api/v2/eventos/59304;REQ 6/2020 CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237624;Aprovado;1.0
2237623-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237623-2;2020-02-18;2020-02-18T19:33:05;CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/orgaos/538779;https://dadosabertos.camara.leg.br/api/v2/eventos/59304;REQ 5/2020 CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237623;Aprovado;1.0
2237354-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237354-2;2020-02-18;2020-02-18T19:33:05;CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/orgaos/538779;https://dadosabertos.camara.leg.br/api/v2/eventos/59304;REQ 4/2020 CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237354;Aprovado;1.0
2237330-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237330-2;2020-02-18;2020-02-18T19:33:05;CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/orgaos/538779;https://dadosabertos.camara.leg.br/api/v2/eventos/59304;REQ 3/2020 CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237330;Aprovado;1.0
2237329-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237329-2;2020-02-18;2020-02-18T19:33:05;CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/orgaos/538779;https://dadosabertos.camara.leg.br/api/v2/eventos/59304;REQ 2/2020 CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237329;Aprovado;1.0
2237328-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237328-2;2020-02-18;2020-02-18T19:33:05;CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/orgaos/538779;https://dadosabertos.camara.leg.br/api/v2/eventos/59304;REQ 1/2020 CEXCORVI;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237328;Aprovado;1.0
2236565-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236565-2;2020-02-18;2020-02-18T19:04:15;CEXBRES;https://dadosabertos.camara.leg.br/api/v2/orgaos/538360;https://dadosabertos.camara.leg.br/api/v2/eventos/59336;REQ 1/2020 CEXBRES;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236565;Aprovado;1.0
2222884-90;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-90;2020-02-18;2020-02-18T18:29:22;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59331;;;Mantido o texto.;
2222884-88;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-88;2020-02-18;2020-02-18T18:17:37;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59331;;;"Aprovada a Emenda nº 78. Sim: 259; não: 27;  total: 286.";1.0
2222884-86;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-86;2020-02-18;2020-02-18T18:10:39;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59331;;;"Suprimido o texto. Sim: 20; não: 243; abstenção: 1; total: 264.";
2222884-83;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-83;2020-02-18;2020-02-18T17:52:13;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59331;;;"Mantido o texto. Sim: 256; não: 15; abstenção: 1; total: 272.";
2222884-80;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-80;2020-02-18;2020-02-18T17:37:28;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59331;;;"Suprimido o texto. Sim: 29; não: 288; abstenção: 2; total: 319.";
2222884-77;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-77;2020-02-18;2020-02-18T17:07:16;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59331;;;"Rejeitado o Requerimento. Sim: 4; não: 292; total: 296.";0.0
2237614-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237614-2;2020-02-18;2020-02-18T15:56:46;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 18/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237614;Aprovado com a inclusão da convidada Maria Helena Lavinas de Morais.;1.0
2237613-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237613-2;2020-02-18;2020-02-18T15:55:17;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 17/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237613;Aprovado;1.0
2237608-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237608-2;2020-02-18;2020-02-18T15:55:08;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 16/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237608;Aprovado, com a subscrição da Deputada Perpétua Almeida.;1.0
2237148-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237148-2;2020-02-18;2020-02-18T15:55:00;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 15/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237148;Aprovado;1.0
2236988-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236988-2;2020-02-18;2020-02-18T15:54:55;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 14/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236988;Aprovado;1.0
2236834-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236834-2;2020-02-18;2020-02-18T15:54:48;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 13/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236834;Aprovado;1.0
2236833-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236833-2;2020-02-18;2020-02-18T15:54:41;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 12/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236833;Aprovado;1.0
2236832-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236832-2;2020-02-18;2020-02-18T15:54:34;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 11/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236832;Aprovado;1.0
2236830-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236830-2;2020-02-18;2020-02-18T15:54:30;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 10/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236830;Aprovado;1.0
2236829-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236829-2;2020-02-18;2020-02-18T15:54:20;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 9/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236829;Aprovado;1.0
2236828-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236828-2;2020-02-18;2020-02-18T15:54:14;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 8/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236828;Aprovado;1.0
2236827-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236827-2;2020-02-18;2020-02-18T15:54:08;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 7/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236827;Aprovado;1.0
2236826-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236826-2;2020-02-18;2020-02-18T15:54:00;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 6/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236826;Aprovado;1.0
2236825-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236825-2;2020-02-18;2020-02-18T15:53:49;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 5/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236825;Aprovado;1.0
2236824-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236824-2;2020-02-18;2020-02-18T15:53:43;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 4/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236824;Aprovado;1.0
2236357-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236357-2;2020-02-18;2020-02-18T15:53:30;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 1/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236357;Aprovado;1.0
2236359-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236359-2;2020-02-18;2020-02-18T15:53:22;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 2/2020 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236359;Aprovado;1.0
2235937-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2235937-2;2020-02-18;2020-02-18T15:53:13;PL607219;https://dadosabertos.camara.leg.br/api/v2/orgaos/538737;https://dadosabertos.camara.leg.br/api/v2/eventos/59322;REQ 1/2019 PL607219;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2235937;Aprovado;1.0
2234669-3;https://dadosabertos.camara.leg.br/api/v2/votacoes/2234669-3;2020-02-18;2020-02-18T15:28:01;PL039915;https://dadosabertos.camara.leg.br/api/v2/orgaos/538408;https://dadosabertos.camara.leg.br/api/v2/eventos/59327;REQ 56/2019 PL039915;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2234669;Aprovado;1.0
2237662-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237662-2;2020-02-18;2020-02-18T15:27:45;PL039915;https://dadosabertos.camara.leg.br/api/v2/orgaos/538408;https://dadosabertos.camara.leg.br/api/v2/eventos/59327;REQ 2/2020 PL039915;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237662;Aprovado;1.0
2236950-3;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236950-3;2020-02-18;2020-02-18T15:27:30;PEC19919;https://dadosabertos.camara.leg.br/api/v2/orgaos/538736;https://dadosabertos.camara.leg.br/api/v2/eventos/59266;REQ 6/2020 PEC19919;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236950;Aprovado, com a inclusão, como convidados, da Presidente da Associação dos Magistrados Brasileiros - AMB, Renata Gil de Alcantara Videira, e do Procurador-Geral da Fazenda Nacional, José Levi Mello do Amaral Júnior.;1.0
2229938-82;https://dadosabertos.camara.leg.br/api/v2/votacoes/2229938-82;2020-02-18;2020-02-18T15:27:30;PEC19919;https://dadosabertos.camara.leg.br/api/v2/orgaos/538736;;;;Aprovado requerimento n. 5/2020 do Sr. Hildo Rocha que requer a realização de Audiência Pública para debater a PEC 199/19 na Comissão Especial da PEC 199/19 - Prisão em 2ª Instância com a convidada Dra. Luiza Cristina Fonseca Frischeisen, Subprocuradora-Geral da República e Coordenadora da 2ª CCR - Criminal do Ministério Público Federal.;1.0
2236934-3;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236934-3;2020-02-18;2020-02-18T15:27:28;PEC19919;https://dadosabertos.camara.leg.br/api/v2/orgaos/538736;https://dadosabertos.camara.leg.br/api/v2/eventos/59266;REQ 5/2020 PEC19919;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236934;Aprovado;1.0
2236762-3;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236762-3;2020-02-18;2020-02-18T15:24:29;PL039915;https://dadosabertos.camara.leg.br/api/v2/orgaos/538408;https://dadosabertos.camara.leg.br/api/v2/eventos/59327;REQ 1/2020 PL039915;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236762;Aprovado;1.0
2233088-3;https://dadosabertos.camara.leg.br/api/v2/votacoes/2233088-3;2020-02-18;2020-02-18T15:24:05;PL039915;https://dadosabertos.camara.leg.br/api/v2/orgaos/538408;https://dadosabertos.camara.leg.br/api/v2/eventos/59327;REQ 55/2019 PL039915;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2233088;Aprovado;1.0
2237620-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237620-2;2020-02-18;2020-02-18T14:50:33;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;https://dadosabertos.camara.leg.br/api/v2/eventos/59320;REQ 4/2020 PLP14619;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237620;Aprovado;1.0
2237616-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237616-2;2020-02-18;2020-02-18T14:50:26;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;https://dadosabertos.camara.leg.br/api/v2/eventos/59320;REQ 3/2020 PLP14619;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237616;Aprovado;1.0
2237334-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237334-2;2020-02-18;2020-02-18T14:50:19;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;https://dadosabertos.camara.leg.br/api/v2/eventos/59320;REQ 1/2020 PLP14619;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237334;Aprovado com inclusão do doutor José Eduardo Ciotola Gussem - Procurador Geral do Estado do Rio de Janeiro e da doutrora Ferdanda Curdi - palestrante do SEBRAE. O requerimento foi Subscrito pelo Deputado Tiago Dimas.;1.0
2205645-30;https://dadosabertos.camara.leg.br/api/v2/votacoes/2205645-30;2020-02-18;2020-02-18T14:47:03;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;;;;"Aprovado requerimento n. 5/2020 do Sr. Rodrigo Coelho que requer realização de audiência pública para discussão sobre ""Aspectos trabalhistas e relações de colaboração: Medidas regulatórias para novas relações de trabalho e colaboração"", com a presença dos seguintes convidados: representante da AMO20 - Associação Brasileira online to Offline; Fernando Abdala - Abdala Advogados; representante da secretaria de Trabalho e Emprego.";1.0
2237621-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237621-2;2020-02-18;2020-02-18T14:47:01;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;https://dadosabertos.camara.leg.br/api/v2/eventos/59320;REQ 5/2020 PLP14619;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237621;Aprovado;1.0
2205645-29;https://dadosabertos.camara.leg.br/api/v2/votacoes/2205645-29;2020-02-18;2020-02-18T14:46:54;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;;;;"Aprovado requerimento n. 2/2020 do Sr. Paulo Ganime que requer realização de audiência pública para discussão sobre ""Aspectos trabalhistas e relações de colaboração: Medidas regulatórias para novas relações de trabalho e colaboração"", com a presença dos seguintes convidados: representante da ABO20 - Associação Brasileira Online to Offline; Fernando Abdala - Abdala Advogados; representante da Secretaria de Trabalho e Emprego; Representante do Ministério Público do Trabalho; representado do Ifood- Diretor de Políticas Públicas - João Sabino; Rodrigo Marinho - Conselheiro do Instituto Mises.";1.0
2237615-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237615-2;2020-02-18;2020-02-18T14:46:52;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;https://dadosabertos.camara.leg.br/api/v2/eventos/59320;REQ 2/2020 PLP14619;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237615;Aprovado;1.0
2237629-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237629-2;2020-02-18;2020-02-18T12:49:09;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 13/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237629;Aprovado.;1.0
2237627-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237627-2;2020-02-18;2020-02-18T12:49:00;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 12/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237627;Aprovado.;1.0
2237626-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237626-2;2020-02-18;2020-02-18T12:48:50;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 11/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237626;Aprovado, com alteração para convite.;1.0
2237619-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237619-2;2020-02-18;2020-02-18T12:48:26;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 10/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237619;Aprovado.;1.0
2237618-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237618-2;2020-02-18;2020-02-18T12:48:10;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 9/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237618;Aprovado, com alteração para convite.;1.0
2237617-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237617-2;2020-02-18;2020-02-18T12:47:48;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 8/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237617;Aprovado, com alteração para convite.;1.0
2237047-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2237047-2;2020-02-18;2020-02-18T12:44:11;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 7/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237047;Aprovado.;1.0
2236784-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236784-2;2020-02-18;2020-02-18T12:42:57;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 6/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236784;Aprovado.;1.0
2236644-2;https://dadosabertos.camara.leg.br/api/v2/votacoes/2236644-2;2020-02-18;2020-02-18T12:42:08;CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/orgaos/538734;https://dadosabertos.camara.leg.br/api/v2/eventos/59319;REQ 5/2020 CPIOLEO;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2236644;Aprovado.;1.0
2205645-28;https://dadosabertos.camara.leg.br/api/v2/votacoes/2205645-28;2020-02-18;2020-02-18T10:39:06;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;;;;"Aprovado requerimento do Sr. Rodrigo Coelho que requer realização de audiência pública para discussão sobre ""Aspectos trabalhistas e relações de colaboração: Medidas regulatórias para novas relações de trabalho e colaboração"", com a presença dos seguintes convidados: representante da AMO20 - Associação Brasiuleira online to Offline; Fernando Abdala - Abdala Advogados; representante da secretaria de Trabalhoa e Emprego.";1.0
2205645-27;https://dadosabertos.camara.leg.br/api/v2/votacoes/2205645-27;2020-02-18;2020-02-18T10:38:48;PLP14619;https://dadosabertos.camara.leg.br/api/v2/orgaos/538627;;;;"Aprovado requerimento do Sr. Paulo Ganime que requer realização de audiência pública para discussão sobre ""Facilitação de Investimentos em Startups: medidas regulatórias para incentivar e dar segurança jurídica e investidores em modelos disruptivos de negócios,"" com a presença dos seguintes convidados: Representante da Comissão de Valores mobilários - CVM; Tomas Neiva - Sócio da NBF Advogados; Representante da Endeavor Brasil; Representante da Associação Brasileira de Private Equity e Venture Capital; Representante do Cubo Itaú.";1.0
2222884-73;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-73;2020-02-17;2020-02-17T21:49:55;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59317;;;"Mantido o texto. Sim: 315; não: 53; abstenção: 1; total: 369.";
2222884-70;https://dadosabertos.camara.leg.br/api/v2/votacoes/2222884-70;2020-02-17;2020-02-17T21:03:04;PLEN;https://dadosabertos.camara.leg.br/api/v2/orgaos/180;https://dadosabertos.camara.leg.br/api/v2/eventos/59317;;;"Mantido o texto. Sim: 271; não: 67; abstenção: 1; total: 339.";
